Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,FriendRequestServiceImpl,checkIfUsersAreFriends,5,1,2,67,0,com.csci3130.group7.dalsocial.repository.FriendRequestRepository,com.csci3130.group7.dalsocial.repository.FriendRequestRepository; com.csci3130.group7.dalsocial.model.Friend
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,FriendRequestServiceImpl,checkIfRequestSent,4,1,2,74,0,com.csci3130.group7.dalsocial.repository.FriendRequestRepository,com.csci3130.group7.dalsocial.repository.FriendRequestRepository; com.csci3130.group7.dalsocial.model.Friend; com.csci3130.group7.dalsocial.model.User
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,FriendRequestServiceImpl,checkIfRequestPending,4,1,2,80,0,com.csci3130.group7.dalsocial.repository.FriendRequestRepository,com.csci3130.group7.dalsocial.repository.FriendRequestRepository; com.csci3130.group7.dalsocial.model.User; com.csci3130.group7.dalsocial.model.Friend
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,FriendRequestServiceImpl,deleteBySenderAndReceiver,11,3,2,86,0,com.csci3130.group7.dalsocial.repository.FriendRequestRepository,com.csci3130.group7.dalsocial.repository.FriendRequestRepository
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,PostServiceImpl,createPost,7,2,1,20,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,PostServiceImpl,fetchAllPostsByUserId,3,1,1,28,0,com.csci3130.group7.dalsocial.repository.PostRepository,com.csci3130.group7.dalsocial.repository.PostRepository
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,PostServiceImpl,findPostById,10,2,1,33,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,PostServiceImpl,deletePost,4,1,1,45,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,PostServiceImpl,updatePost,13,2,1,51,0,com.csci3130.group7.dalsocial.model.Post,com.csci3130.group7.dalsocial.model.Post
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,ProfileServiceImpl,createProfile,16,5,1,18,0,com.csci3130.group7.dalsocial.model.Profile,com.csci3130.group7.dalsocial.model.Profile
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,ProfileServiceImpl,findProfileById,10,2,1,32,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,ProfileServiceImpl,findProfileByUser,3,1,1,43,0,com.csci3130.group7.dalsocial.repository.ProfileRepository,com.csci3130.group7.dalsocial.repository.ProfileRepository
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,ProfileServiceImpl,updateProfile,14,2,1,48,0,com.csci3130.group7.dalsocial.model.Profile,com.csci3130.group7.dalsocial.model.Profile
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,ProfileServiceImpl,deleteProfile,4,1,1,63,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,createUser,18,5,1,24,0,com.csci3130.group7.dalsocial.model.User,com.csci3130.group7.dalsocial.model.User; com.csci3130.group7.dalsocial.repository.UserRepository; utils.PasswordValidator
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,fetchAllUsers,3,1,0,43,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,findUserById,10,2,1,48,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,findByFirstName,3,1,1,59,0,com.csci3130.group7.dalsocial.repository.UserRepository,com.csci3130.group7.dalsocial.repository.UserRepository
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,findByEmail,3,1,1,64,0,com.csci3130.group7.dalsocial.repository.UserRepository,com.csci3130.group7.dalsocial.repository.UserRepository
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,updateUser,18,3,1,69,0,com.csci3130.group7.dalsocial.model.User,com.csci3130.group7.dalsocial.model.User; utils.PasswordValidator
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,deleteUser,4,1,1,88,0,,
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,authenticateUser,11,3,2,94,0,com.csci3130.group7.dalsocial.model.User,com.csci3130.group7.dalsocial.model.User; com.csci3130.group7.dalsocial.repository.UserRepository
dalsocial,com.csci3130.group7.dalsocial.service.Implementation,UserServiceImpl,correctAnswer,6,2,2,107,0,com.csci3130.group7.dalsocial.model.User,com.csci3130.group7.dalsocial.model.User; com.csci3130.group7.dalsocial.repository.UserRepository
dalsocial,utils,LoginInfo,getEmail,3,1,0,8,0,,
dalsocial,utils,LoginInfo,setEmail,3,1,1,12,0,,
dalsocial,utils,LoginInfo,getPassword,3,1,0,16,0,,
dalsocial,utils,LoginInfo,setPassword,3,1,1,20,0,,
dalsocial,utils,LoginInfo,LoginInfo,4,1,2,24,0,,
dalsocial,utils,PasswordValidator,validatePassword,24,7,1,13,0,utils.PasswordValidator,utils.PasswordValidator
dalsocial,utils,PasswordValidator,specialChar,4,1,1,33,0,,
